doc_id,year,source,paragraph_id,text,keyword_hit
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,375,"Bizler de, demokratik, laik, sosyal bir hukuk devleti olan Cumhuriyetimizi ilelebet yaşatacak, Türkiye'yi muasır medeniyetler seviyesinin ötesine taşıma hedefimizi mutlaka gerçekleştireceğiz. Ne mutlu ki, bugün bu hedefe her zamankinden daha yakınız. AB ile üyelik müzakerelerine başlayan Türkiye'miz, bugün artık milletler camiasının sözüne itibar edilen, dostluğu arzulanan en saygın üyelerinden biri haline gelmiştir.",1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,9,"Şunu açıkça ifade ediyorum: Çözümsüzlükleri çözüm kabul ederek, pasif bekle-gör politikaları izleyerek, paranoyakça korkular üreterek, kendimizi dünyadan tecrit ederek hiçbir yere varmamız mümkün değildir. Eğer Türkiye bugün, milli meselelerini, milli 345 Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak-1 menfaatleri doğrultusunda çözüme kavuşturmak için aktif bir çaba içine girmezse, hızla değişen dış şartlar sebebiyle yarın çocuklarımız çok ağır bedeller ödemek zorunda kalabilir."" Başbakan Erdoğan, dünyadaki bütün önemli düşünürlerin, dünya tarihinin kritik bir dönemecine geldiğimizi söylediklerine işaret ederek, kendilerinin, tarihin bu kavşak noktasının önlerine çıkarttığı düğümleri çözmek için, Türkiye'yi, dünya sahnesinde, geçmişine yakışır bir etkinlik seviyesine çıkarma yolunda çalıştıklarını belirterek, vatanını ve milletini gerçekten seven herkesin, bu çabaya omuz vermek zorunda olduğunu söylüyordu. Erdoğan, ""Türkiye'yi güçlendirecek her katkıyı, her düşünceyi, her öneriyi iyi niyetle değerlendirdiğimizi ve bundan sonra da değerlendireceğimizi de samimiyetle ifade ediyoruz"" diyordu.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,138,"Vergi politikalarının uygulanmasında doğrudan küresel sermaye yatırımlarının ülkeye girişinin hızlandırılmasına, yatırımların ve Ar-Ge faaliyetlerinin desteklenmesine, istihdamın artırılmasına ve bölgeler arası gelişmişlik farklılıklarının azaltılmasına yönelik bir yaklaşımla devam edilecektir. Vergi mevzuatı sadeleştirilecek, mali yükümlülüklerin zamanında ödenmesini sağlamak amacıyla etkin bir tahsilat sistemi oluşturulacaktır. Vergiye gönüllü uyumun artırılması ve vergi tabanının genişletilmesine yönelik çalışmalar sürdürülecektir.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,656,"Yine bu dönemde genel bütçeden kamu kaynağı kullanmadan, kamu özel kesim iş birliği ile önemli merkezlere havaalanları yapılarak hizmete açılmıştır. Esenboğa dış ve iç hatlar terminali ile müştemilatı iki yıldan kısa bir sürede yapılarak başkentimize kazandırılmıştır. Benzer şekilde İzmir Adnan Menderes, Muğla-Dalaman ve Antalya Hava Limanı yolu pist ve terminali bu dönemde yapımı gerçekleştirilen önemli projelerden bazıları olarak zikredilebilir.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,420,"Kurumsal mekanizmaları ve finansmanı sağlanarak, gerçekçi bir içerikle uygulanacak olan istihdam programımız, çalışkan ve üretken halkımızın dinamizmini harekete geçirecektir. İstihdam programımız bir bütünün parçaları olarak uygulanacak olan üç ana bileşenden oluşacaktır: İşgücü Üzerindeki Yüklerin Azaltılması ve Piyasanın Esnek Bir Yapıya Kavuşturulması, Aktif İşgücü Programı ve Mesleki Eğitim-İşgücü Piyasası İlişkisinin Güçlendirilmesi. İşgücü Üzerindeki Yüklerin Azaltılması Ak Parti iktidarı döneminde, geçmişten kalan ağır borç yükü ve büyük açıklar veren bütçe gibi sorunlar yapısal tedbirlerle çözülürken, bir yandan da, istihdama verdiğimiz önceliğin bir gereği olarak, istihdam üzerindeki yükler imkanlar zorlanarak azaltılmıştır.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,188,• UMEM kapsamında üniversite mezunu genç işsizlere bilişim eğitimi vererek istihdam yaratacağız. • Yazılım ihracatını engelleyen dolaylı vergileri kaldırarak bilişim sektörünün uluslararası rekabet gücünü artıracağız. KOBİ'LERDE BİLİŞİM DÖNÜŞÜMÜ • Bilgi ekonomisine dönük yapısal reformlardan KOBİ'lerin faydalanmasına öncelik vereceğiz.,1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,301,"Esneklik ve güvenceyi bir arada gerçekleştiren modelleri esas alarak, yeni istihdam biçimlerini yaygınlaştıracağız. Esnekliği artırırken, eş zamanlı olarak da bu kapsamda çalışanların sosyal güvenlik sorunlarını çözmeyi hedefliyoruz. Diğer yandan, haksız rekabet oluşturan ve işletmelerimizin uzun vadeli gelişiminde darboğaz meydana getiren kayıtdışılık ile etkili bir şekilde mücadeleyi sürdüreceğiz.",1
tr_2014_akp_june_5_secim_beyannamesi,2014,akp_june_5_secim_beyannamesi,8,"Geçmiş seçimlerde yaptığımız gibi, Seçim Beyannamemizde ortaya koyduğumuz hedefleri gerçekleştirmek için tam kadro çalışacak, inşallah, 5 yılın sonunda bu Beyanname ile kendi muhasebemizi de yapacağız. 11 yılda Hükümette, 20 yıldır yerel yönetimlerde yaptığımız çalışmalar, yapacaklarımızın teminatıdır. Milletimizin desteği ve hayır duasıyla, 30 Mart'ın ardından da, ülkemiz, milletimiz ve şehirlerimiz için hizmet üretmeyi sürdüreceğiz.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,93,"• Cari işlemler açığını Gayrı Safi Yurtiçi Hâsılanın % 2,5'ine düşüreceğiz. Yenilikçi, rekabetçi ve istihdamla büyüyen ekonomi • Gelişmişlik düzeyi bakımından en geride olan Doğu ve Güneydoğu Anadolu'da büyüme hızının yılda ortalama % 9,5'i yakalamasını ÜRETEN, REKABETÇİ VE EKONOMİYİ DESTEKLEYEN DEVLET ANLAYIŞI sağlayacağız. • Dünyada da kabul gören yeni eğilimler ışığında, devletin istihdam ve • Günümüzde Türkiye ortalamasının ancak % 56'sı düzeyinde olan Doğu rekabet alanında destekleyici ve kolaylaştırıcı olmasını sağlayacağız.",1
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,87,"İlişkilerimizin her veçhesinin en üst düzeyde ele alınmasına imkân sağlayacak olan, Yüksek Düzeyli Stratejik İşbirliği Konseyi'nin kurulmasına ilişkin Ortak Açıklama'yı imzaladık. Ayrıca, iki ülkenin karşılıklı çıkarları, öncelik ve beklentileri çerçevesinde bir yol haritası işlevi görecek bir diğer önemli belge olan, Yeni Sinerji Ortak Ekonomi Programı'nı imzaladık. Ziyaretim vesilesiyle, 5'inci Astana Ekonomik Forumu'nun açılışına da katılarak bir konuşma yaptım.",1
tr_2002_akp_june_6_secim_beyannamesi,2002,akp_june_6_secim_beyannamesi,23,"İLKELİ SİYASET Devlet halinde yaşamanın zorunlu gereği olarak siyaset, toplumun genel ihtiyaçlarını görüşerek, tartışarak ve uzlaşarak karşılamanın evrensel yoludur. Toplumu aktif olarak devreye sokan demokratik siyaset ise, uzun vadeli düşünmeyi, kamunun çıkarlarını kişisel çıkarlar üzerinde tutmayı gerektiren erdemli bir uğraştır. Ülkemizde, bazı siyasetçilerin kısa hedefli çıkarlara yönelik tutumları yüzünden, halkın siyaset kurumuna ve politikacılara güveni sarsılmıştır.",1
tr_2014_akp_june_5_secim_beyannamesi,2014,akp_june_5_secim_beyannamesi,419,"Vatandaşlarımızın belediyeye karşı yükümlülüklerinde (vergi, harç, harcamalara katılma payları, ücret ve ilan-reklam vb.) ülke genelindeki bölgelemelere ilave olarak belde içerisinde de alt ve üst limitler tespiti yoluyla daha adil bir düzenleme yoluna gidilecektir. Böylece şehrin kendi içerisinde bölgeleme yapılması sağlanacaktır. KENTSEL DÖNÜŞÜM Hızlı ve çarpık kentleşmeden kaynaklanan sorunların çözümünde sadece güvenli konut üretiminin yetersiz kalacağı ortadadır.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,518,"İş sağlığı ve güvenliğini sağlamaya yönelik önemli düzenlemeler yaptık. 2014 yılında kamu işyerlerinde çalışan alt işveren işçilerine; taraf olunan toplu iş sözleşmesinden yararlanma, kıdem tazminatını doğrudan ilgili kamu kurumundan alma imkânı sağladık. Tüm alt işveren işçilerinin ücretlerinin ödenmesini ve yıllık ücretli izinlerini kullanmalarını garanti altına aldık.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,97,"Ziraat Bankası ve Türkiye Halk Bankası'nı özelleştirmeyecek, bu eğitim ve beceri kazandırma sorunlarının çözümünde devletin aktif görev bankaların çiftçi ve esnafa desteklerini, bankacılığın genel kurallarına üstlenmesini sağlayacağız. uyarak sürdüreceğiz. • Dışa açık ama dış dalgalanmalara karşı dayanıklı, iş gücünü seferber eden, üretimi ve yurt içi tasarruf düzeyini artıran yeni bir büyüme İSTİHDAM SEFERBERLİĞİ stratejisine geçeceğiz.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,255,"Demokrasinin temeli özgür insandır. Siyasi özgürlükleri teminat altına almak, bireyin özgürleşmesi için gereklidir; fakat yeterli değildir. Özgür olmak için yurttaşlar ekonomik bakımdan bağımsız olmalı, gelirden adil pay almalı, toplumsal yaşamın hiçbir alanında ayrımcılıkla karşılaşmamalıdır.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,343,"2.3. Aile, Çocuk ve Dinamik Nüfus AK Parti olarak, aile kurumunu güçlendirmeyi, çocuklarımızın sayısını artırarak nitelikli bir biçimde yetişmelerini sağlamayı insan merkezli kalkınma politikalarımızın ana ekseni olarak kabul ediyoruz. 95 Biz, sahip olduğumuz güçlü aile yapımızı diğer toplumlara göre önemli bir fark ve avantaj olarak görüyoruz.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,985,Böylece vatandaşlarımız hiçbir engelle karşılaşmadan ve sadece pasaportunu ellerine alarak 30'u aşkın ülkeye uçabilmektedir. Yeni dönemde karşılıklı vize muafiyetinin yaygınlaştırılması için çalışmalarımıza devam edeceğiz. Hedefimiz yakın ve uzak komşularımızın tamamıyla vizelerin kaldırılmasıdır.,1
tr_2005_ulusa_seslenis,2005,ulusa_seslenis,201,"Türkiye, özgür dünyanın, barış ve demokrasinin bayraktarlığını yapmaya, dünyanın her köşesinden ülke ve halklarla sıcak ilişkiler geliştirmeye aynı kararlılıkla devam edecektir. Son Moğolistan gezimizde bir kere daha müşahede ettiğimiz gibi, uzatılan el karşılıksız kalmayacaktır.' Ulusa Sesleniş | Ankara | 31 Ağustos 2005, S.65 Erdoğan, televizyon kanallarında yayınlanan ""Ulusa Sesleniş"" konuşmasında, hareketli ve bereketli geçen bir yaz döneminin artık sonlarına yaklaşıldığını, Türkiye'nin, son 33 ayı büyük bir değişim hareketini, adeta bir ""Sessiz Devrim""i adım adım gerçeğe dönüştürerek geçirdiğini kaydetti. Bu ""Sessiz Devrimi"", başlattıkları büyük değişim sürecinin sonuçlarını genel bir bakışla değerlendiren Erdoğan, bugünün 30 Ağustos Zafer Bayramı'nın da kutlandığı anlamlı bir gün olduğunu vurguladı.",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,201,"Aldığımız ve alacağımız tedbirlerle, işgücü piyasası reformlarıyla bunu daha da düşük seviyelere indireceğiz. Değerli vatandaşlarım... 2010 sonu itibariyle Avrupa Birliği üyesi ülkelerle karşılaştırıldığında, kamu dengesi en iyi durumda olan 4 ülkeden biriyiz.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,160,"Ben milletime buradan sesleniyorum: Buna hayır demek milletle beraber olmak mıdır, yoksa millete karşı olmak mıdır? Ne yazık ki ana muhalefet partisi bu yasanın çıkmasını bir yıl boyunca geciktirmiştir. Tüm sosyal tarafların katkı ve katılımlarıyla hazırlanmasına rağmen bir yıl boyunca tasarıyı meclis komisyonunda bloke etmiştir.",1
tr_2012_ulusa_seslenis,2012,ulusa_seslenis,168,"Sınırın her iki tarafından akrabalar, dostlar, kardeşler bulunuyor. Suriye'de bir halka topluca zulmedilirken, biz susabilir miyiz? Suriye'de her gün şehirler bombalanırken, biz tepkisiz kalabilir miyiz?",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,113,"Bu yolda inisiyatif kullanmaktan da asla geri durmayacağız. Menfaatleri öyle gerektirdiği için bölgesel çatışmaları körükleyen, dünya kaynaklarını sömüren, insan hayatını hiçe sayan bütün küresel stratejilerin de kararlılıkla karşısında duracağız. Somali'de yaşananlar bugünün dünyasına şekil verenlerin geçmişte yanlış hesaplar içinde olduğunu açıkça gösteriyor.",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,70,"Şu an itibariyle toplam bölünmüş yol uzunluğumuz 20 bin kilometreye şu anda ulaşmış durumda, inşallah 2015 yılında da 26 bin kilometreye ulaşmış olacak. Kullananlarınız mutlaka vardır, Ankara-İstanbul hızlı tren hattının Ankara-Eskişehir arasını daha önce bildiğiniz gibi hizmete açmıştık. Aynı şevk ve heyecanla çalışarak önümüzdeki dönemde de Eskişehir-İstanbul arasını ve İstanbul Boğaz demir yolu tüp geçişini tamamlayacağız.",1
tr_2014_akp_june_5_secim_beyannamesi,2014,akp_june_5_secim_beyannamesi,237,"Bilim merkezleri ile çocuklarımızın bilimin temellerini görerek, dokunarak, yaşayarak kavramalarını ve bilimi sevmelerini sağlıyoruz. İnsan odaklı belediyecilik anlayışımızın bir örneği olarak, Sayın Başbakanımızın İstanbul Büyükşehir Belediye başkanı olduğunda bir ilk olarak başlattığı beyaz masa uygulaması şu anda ulusal bir standart haline gelmiştir. Vatandaşlarımızın sorunlarını dinliyor, en kısa sürede çözüme ulaştırıyoruz.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,408,• Kamu yönetiminde rüşvet ve suistimal suçu işleyenlerin süratle yargılanıp cezalandırılmalarını sağlayacağız. • Özelleştirme ihalelerinin öncesindeki ve sonrasındaki uygulamaları birlikte değerlendiren bir yaklaşımla tüm özelleştirme işlemlerini şeffaflaştıracağız • Başta medya ve sivil toplum örgütleri olmak üzere sivil denetimi etkinleştireceğiz. DÜRÜST YEREL YÖNETİMLER • Yürütmenin tüm işlem ve eylemlerini yargı denetimine tâbi tutacağız.,1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,748,"maddesinde yapılan değişlikle kadınlarımıza, yaşlılarımıza, engellilerimize şehitlerimizin dul ve yetimlerine pozitif ayrımcılık düzenlenmesi yapılarak, bu kısımda yer alan vatandaşlarımızın ayrımcılığa maruz kalmamaları anayasal güvenceye alınmıştır. Bu anayasa değişikliğinden sonra, Sağlık Bakanlığı'na bağlı hastanelerde yaşlı, engelli ve kadınların hastane polikliniklerinde pozitif ayrımcılığa tabi tutulup tedavilerini ayrı polikliniklerde yapmaları için çalışma başlattık. 85 yaş ve üzerindeki yaşlı vatandaşlarımız artık maaşlarını PTT aracılığıyla evlerinde alıyorlar.",1
tr_2009_ulusa_seslenis,2009,ulusa_seslenis,282,"150'nin üzerinde ülkenin devlet ve hükümet başkanları seviyesinde temsil edildiği bu yılki Birleşmiş Milletler Genel Kurulu'nda uluslararası gündemle ilgili konularda ülkemizin görüşlerini açıklayan bir konuşma yapma imkanı buldum. Genel Kurul'dan önce de, ABD Başkanı Sayın Barack Obama başkanlığında düzenlenen nükleer silahsızlanma ve yayılmanın önlenmesi konulu Güvenlik Konseyi toplantısına katılarak bir konuşma yaptım. Bildiğiniz gibi, Türkiye, yürüttüğümüz diplomatik çabalar neticesinde, Birleşmiş Milletler Güvenlik Konseyi geçici üyeliğine seçilmişti.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,489,"Yeni Türkiye Vizyonu | Efendi Değil Hizmetkar Olmak-4 79 Bu sorunu da önemli ölçüde çözecek hazırlıklar içindeyiz. Bu çocuklarımızın kendi evlerinde, kendi yuvalarında kalabilmeleri için geçim güçlüğü çeken ailelerimize maddi destek sağlayacağız. Aynı şekilde kimsesi olmayan yavrularımızı evlat edinerek onlara sıcak bir yuva verecek vatandaşlarımız da bu maddi yardımdan faydalanacak.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,251,"Çerçeve Programlarına katılmıştır. Üniversite araştırma fonlarına ayrılan tahsisat 2002'de 70 milyon YTL iken bu tutar 2007'de 370 milyon YTL'ye çıkarılmıştır. 85 2007 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ Üniversitelerimizin sanayi ile iş birliği çerçevesinde, vergi muafiyeti ayrıcalıkları bulunan Teknopark sayısı 3 iken iktidarımız döneminde 23'e çıkarılmış ve sanayimizin yenilikçilik ve rekabet gücü artırılmıştır.",1
tr_2003_ulusa_seslenis,2003,ulusa_seslenis,81,Kendinize güveniniz. Şunu hiç unutmayınız; bu devlet sizin devletinizdir. Bu hükümet sizin hükümetinizdir.,1
tr_2014_akp_june_5_secim_beyannamesi,2014,akp_june_5_secim_beyannamesi,297,"95 2014 YOLUNDA AK PARTİ SEÇİM BEYANNAMELERİ Şehir güvenliğine, temizliğine, estetiğine, yeşile, parklara daha fazla yoğunlaşacak; insanımız için daha fazla yatırım yapacağız. Özellikle her şehir planı ve her yerel icraatımız aileyi ve çocuğu esas alacak. Çünkü iyi ve güzel şehirde yaşayan çocuklar büyüdüklerinde iyi ve güzel işler ve şehirler inşa ederler.",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,339,"Biz yola çıkarken “sıfır sorun” dedik… Komşularımızla, bölgemizle, tüm dünyayla, barış eksenli, çözüm eksenli politikalar geliştireceğiz dedik. Hamdolsun bunu da başardık. Çözümsüzlüğü direten ülkeler karşısında da çözümü isteyen, çözüm için çabalayan ülke biz olduk.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,103,"Bunun için; makro ekonomik istikrarın sürdürülmesi yanında, mal ve hizmet sektörlerinde verimlilik artışlarını getirecek olan, başta kayıt dışılığın önlenmesi olmak üzere, rekabetin sağlanması için 45 2007 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ gerekli reformları ve yasal düzenlemeleri yapacak, tüketici haklarını en üst düzeyde koruyacağız. 2013 yılında; • Kişi başına geliri 10.000 doları (satın alma gücü paritesine göre 15.000 doları) geçmiş, • Milli Geliri 800 milyar dolara ulaşmış, • Enflasyonu “düşük tek haneye” indirmiş, • İşsizlik oranını daha da düşürmüş, • İhracatı 200 milyar doları aşmış, • Turizm geliri 40 milyar dolara yaklaşmış, daha güçlü ve müreffeh bir Türkiye hedefliyoruz. Nisan 2007'de açıkladığımız ve Türkiye'nin AB Müktesebatına uyumu için 2013 yılına kadar uygulayacağımız program çerçevesinde, ekonomik değişim ve dönüşüm için gerekli 200 kadar yasal düzenleme ve 600 kadar ikincil düzenlemeyi tamamlayacağız.",1
tr_2010_ulusa_seslenis,2010,ulusa_seslenis,265,"Her alanda bu dinamizmi, bu atılımı yaşıyoruz. Bakınız iki örnek daha vereyim... 10 Ekim'de Aydın'da yaptığımız toplu törenle, Çine Barajı'yla birlikte 9 büyük yatırımı daha hizmete açtık.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,634,"“İş bulamadım” şikayetinden çok, “iş kuramadım” diye arayış içinde olan bir anlayışı teşvik ediyoruz. Üniversiteler, özel sektör ve kamu kurumları arasında işbirliklerini teşvik ederek üniversite öğrencilerinin teori ile pratiği bir arada görüp uygulayabilecekleri ortamlar oluşturacağız. Gençlik sorunlarının yerinde tespitinde ve etkin çözümünde yerel yönetimlere (valilik ve belediyeler) daha fazla inisiyatif vereceğiz.",1
tr_2006_ulusa_seslenis,2006,ulusa_seslenis,502,"Bu ay boyunca, dünyanın geleceğine dair her alanda çok temel projeksiyonların yapıldığı, rotaların çizildiği, stratejilerin belirlendiği çok sayıda önemli uluslararası toplantıya ev sahipliği yaptık. Bu buluşmaların en önemlilerinden biri İspanya ile birlikte yürüttüğümüz Medeniyetler İttifakı girişiminin İstanbul zirvesiydi. Başta BM Genel Sekreteri Kofi Annan olmak üzere pek çok önemli misafirimiz 13 Kasım'da, bu zirvede bir araya geldi.",1
tr_2014_akp_june_5_secim_beyannamesi,2014,akp_june_5_secim_beyannamesi,173,"Bu vizyonun gereği olarak, tarihi ve kültürel şehirlerin bütününün ve şehirlerin içinde bulunan tarihi bölgelerin tahrip edilmiş dokusu aslına uygun bir şekilde restore edilecektir. Söğüt, Dârende, Safranbolu, Mardin gibi tarihi şehirlerin ise bütün dokusu yeniden ihya edilecek, belediyelerin ve kamunun sağlayacağı alt yapı ve diğer hizmetlerin şehrin genel estetiğini bozmadan verilmesine dikkat edilecektir. Böylece şehirlerin “kimlik ve kişilik” kazanması sağlanacaktır.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,947,"Turizm alanında İzmir, yeni yatırımlar ile bu alandaki öncü konumunu güçlendirecek, yalnızca bölgesel değil, küresel bir cazibe merkezi haline gelecektir. Bu konuda: • Ege Medeniyetleri Müzesi Projesinin hayata geçirilmesi • Dünya standartlarında bir kruvaziyer limanının yapılması • Kongre Merkezinin yapılması • Yurtdışına direk uçuş sefer sayılarının artırılması • Yeni Fuar Alanı ve Kongre Merkezi projeleri ile İzmir, turizmin gözbebeği, Ege'nin incisi konumunu sağlamlaştıracaktır. Expo 2020'nin İzmir'de yapılması için gerekli girişimler başlatılacak ve destekler sağlanacaktır.",1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,319,"Henüz göremeyenlerin bu gerçeği görmesi için de, inanıyorum ki çok uzun zamanlar geçmesi gerekmeyecektir. Çünkü Türkiye istim üzerindedir. Çünkü Türkiye, 70 milyon insanıyla birlikte, tarihe yeni bir medeniyet sayfası eklemenin eşiğine geldiğinin farkındadır.",1
tr_2007_akp_june_6_secim_beyannamesi,2007,akp_june_6_secim_beyannamesi,526,"Ak Parti iktidarının yeni döneminde; Çağdaş dünyanın eğilimleri ve ülkemizin ihtiyaçları doğrultusunda merkezi idarenin rolü, temel ve asli görevleri ile sınırlandırılacak, planlama ve denetleme kapasitesi artırılacaktır. 166 2007 YOLUNDA AK PARTİ SEÇİM BEYANNEMELERİ Merkezi idarenin görevleri yerine getirilirken, aşağıdaki ilke ve esaslar göz önünde bulundurulacaktır: • Harcama odaklı değil, sonuç odaklı bir yönetim anlayışı kökleştirilecektir. • Merkezi idare ulusal düzeyde genel ilke ve politikaları, hedef ve standartları belirleyecek, uygun ölçek ve nitelikteki hizmetleri bizzat yürütecek, yerel hizmetlerin ise hukuka ve belirlenen standartlara uygun bir şekilde yerel yönetimler tarafından yürütülmesini denetleyecektir.",1
tr_2011_chp_secim_beyannamesi,2011,chp_secim_beyannamesi,455,"• Dünya'nın her gelişmiş kentinde, ortak kültürün yeşerdiği, kentlerin • Kalkınma Ajanslarının sorumluluk alanlarını ve kapsadıkları coğrafi karakterlerinin oluştuğu meydanlardan yoksun olan İstanbul'da, birimleri yeniden tanımlayarak daha işlevsel hale getireceğiz. İstanbulluların kamusal alanda var olabilecekleri alanlar yaratacağız. • İstanbul'un doğasını tehdit eden ve ulaşım sorununu çözümsüzlüğe DOĞU VE GÜNEYDOĞU ANADOLU BÖLGELERİNİN sürükleyecek 3.",1
tr_2011_akp_june_5_secim_beyannamesi,2011,akp_june_5_secim_beyannamesi,219,"2004 yılından itibaren Başbakanımızın başkanlığında düzenli olarak toplanan Bilim ve Teknoloji Yüksek Kurulu, Ar-Ge ve inovasyonda kabuğunu kıran özel girişime daha fazlası için umut ve güven veriyor. Refah ve huzur için ihtiyaç duyduğumuz sürdürülebilir sosyo-ekonomik büyüme ve rekabet üstünlüğü, ancak araştırma, geliştirme ve inovasyon faaliyetleri ile mümkündür. Bu ise desteklenecek üniversite-sanayi iş birliği üzerine inşa edilmiş bir “ulusal bilim ve teknoloji tabanı”nın toplumumuzda yaygınlaştırılması ile kalıcı olacaktır.",1
tr_2011_ulusa_seslenis,2011,ulusa_seslenis,103,"Ulusa Sesleniş İstanbul | 28 Ağustos 2011 Recep Tayyip ERDOĞAN 138 Şükürler olsun ki milletimiz bu insanlık şuurunu en canlı haliyle yaşatıyor, Somali imtihanında da bunu en müşahhas şekilde gördük, yaşadık. 74 milyon insanımız Somali'deki kardeşlerimizin imdadına yetişmek için adeta seferber oldu. Buradan hayırsever milletimize, gönüllü kuruluşlarımıza, bu yardım faaliyetleri için geceli gündüzlü çalışan her insanımıza şükranlarımı sunuyorum.",1
tr_2008_ulusa_seslenis,2008,ulusa_seslenis,347,"Aynı şekilde bölücü terör örgütüyle çok yönlü, çok boyutlu mücadelemiz devam ederken, birlik ve bütünlüğümüzü güçlendirmek, demokrasimizi reformlarla daha da derinleştirmek durumundayız. Bu umut ve heyecanla yeni yılınızı kutluyor, 2009 yılının ülkemize, milletimize ve insanlığa barış, huzur ve bereket getirmesini Allah'tan temenni ediyorum. Sizleri tekrar en kalbi duygularımla selamlıyorum.",1
tr_2015_akp_oct_6_secim_beyannamesi,2015,akp_oct_6_secim_beyannamesi,28,"Önümüzdeki dönemdeki temel amacımız, yine insanı merkez alan bir anlayış içinde Yeni Türkiye'yi her alanda kaliteli bir biçimde büyütmek ve güçlendirmek olacaktır. Bu beyanname ile yapacaklarımızı hedef olarak taahhüt ediyor ve hedeflerimize ulaşmak için kaynağı belli, projesi hazır, gerçekçi politikalarla bir kez daha siz aziz vatandaşlarımızın huzuruna çıkıyoruz. Hedeflere ulaştıkça yeni hedefler koyacak, yeni hedeflerin heyecanıyla kollarımızı sıvayacak ve her defasında aynı şevkle işe koyulmaya devam edeceğiz.",1
tr_2015_chp_secim_beyannamesi,2015,chp_secim_beyannamesi,438,Kamu Yönetiminde Etkin Denetim • Yürütmenin yargı denetiminden kaçmasına olanak tanıyan tüm istisnaları ortadan kaldıracağız. • Yargı organlarının verdiği kararların tam olarak uygulanmasını sağlayacağız. • Bilgi edinme ve etik kurullarında sivil toplum temsilcilerinin yüksek düzeyde temsil edilmesini sağlayacağız.,1
tr_2004_ulusa_seslenis,2004,ulusa_seslenis,7,"Bu temeller üzerinde; dostluklarını pekiştiren, ilişkilerini geliştiren, bölgesel ve çevresel konularda inisiyatif alabilen yeni bir değerler diplomasisini aşama aşama hayata geçiriyoruz."" Başbakan Erdoğan, ""Ulusa Sesleniş"" konuşmasında, gerek Avrupa Birliği'ne tam üyelik stratejisinde, gerekse Kıbrıs'taki çözüm arayışlarında temel önceliğin, Türkiye'nin menfaatlerini korumak olduğunu söylüyordu. Dünyanın hızla değiştiğini, buna bağlı olarak küresel ve bölgesel şartlarda da aynı hızda değişimler yaşandığını anlatan Başbakan Erdoğan, şunları ifade ediyordu: ""Bütün ülkeler bu değişim çağına ayak uydurabilmek için politikalarını daha dinamik ve aktif bir hale getirmenin arayışı içerisindeler. Ne için?",1
tr_2008_ulusa_seslenis,2008,ulusa_seslenis,51,"Bu fark önemli bir farktır, Türkiye artık vergi gelirlerini neredeyse bütünüyle faiz ödemelerine kaptıran bir ülke olmaktan çıkmıştır. Ekonomimizin doğru istikamette kararlı bir biçimde ilerlediğine işaret eden bir başka önemli gösterge de ihracatımızdaki artıştır. 2007 başında yıllık ihracatımızı 100 milyar dolar olarak öngörmüşken, yıl sonunda bu miktar 106 milyar dolara ulaşmıştır.",1
